,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 19:54:26
,     Stop Time: ~1/8/2006 20:54:26


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq7_H, Dq7_S, Dq8_H, Dq8_S, Dq9_H, Dq9_S, Dq10_S, Dq10_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4770.00,33.00,0.00,0.00,0.00,0.00,

 20:38:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4777.00,33.00,0.00,0.00,0.00,0.00,

 20:39:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4848.00,33.00,0.00,0.00,0.00,0.00,

 20:39:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4881.00,33.00,0.00,0.00,0.00,0.00,

 20:40:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4881.00,33.00,0.00,0.00,0.00,0.00,

 20:40:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4881.00,33.00,0.00,0.00,0.00,0.00,

 20:41:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4961.00,33.00,0.00,0.00,0.00,0.00,

 20:41:58
