,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 21:36:02
,     Stop Time: ~1/8/2006 22:36:02


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,1.00,2760.00,114.00,3263.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:16:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3263.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:16:34
Interval Count,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3278.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:17:04
Interval Count,0.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3372.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:17:34
Interval Count,0.00,0.00,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3531.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:18:04
Interval Count,0.00,0.00,0.00,61.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3592.00,8.00,2145.00,3501.00,41.00,0.00,0.00,0.00,0.00,

 22:18:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3592.00,8.00,2145.00,3593.00,41.00,0.00,0.00,0.00,0.00,

 22:19:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3592.00,8.00,2145.00,3594.00,41.00,0.00,0.00,0.00,0.00,

 22:19:34
Interval Count,0.00,0.00,0.00,84.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3676.00,8.00,2145.00,3594.00,52.00,0.00,0.00,0.00,0.00,

 22:20:04
Interval Count,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3715.00,8.00,2145.00,3594.00,52.00,0.00,0.00,0.00,0.00,

 22:20:34
Interval Count,0.00,0.00,0.00,42.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3757.00,8.00,2145.00,3611.00,52.00,0.00,0.00,0.00,0.00,

 22:21:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3757.00,8.00,2145.00,3751.00,52.00,0.00,0.00,0.00,0.00,

 22:21:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3757.00,8.00,2145.00,3776.00,52.00,0.00,0.00,0.00,0.00,

 22:22:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3757.00,8.00,2145.00,3776.00,52.00,0.00,0.00,0.00,0.00,

 22:22:34
Interval Count,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
