,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 10:27:39
,     Stop Time: ~1/4/2018 11:27:39


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,1126.00,45.00,2073.00,103.00,0.00,0.00,21.00,2912.00,41.00,4781.00,117.00,708.00,

 11:01:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,2.00,152.00,0.00,123.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,103.00,0.00,0.00,23.00,3064.00,41.00,4904.00,117.00,708.00,

 11:02:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,103.00,0.00,0.00,23.00,3064.00,41.00,4975.00,117.00,708.00,

 11:02:40
Interval Count,0.00,0.00,96.00,0.00,0.00,0.00,0.00,74.00,0.00,39.00,0.00,0.00,
Total Counts,1126.00,45.00,2169.00,103.00,0.00,0.00,23.00,3138.00,41.00,5014.00,117.00,708.00,

 11:03:10
Interval Count,0.00,0.00,52.00,0.00,0.00,0.00,0.00,69.00,0.00,154.00,0.00,0.00,
Total Counts,1126.00,45.00,2221.00,103.00,0.00,0.00,23.00,3207.00,41.00,5168.00,117.00,708.00,

 11:03:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2221.00,103.00,0.00,0.00,23.00,3338.00,41.00,5168.00,117.00,708.00,

 11:04:11
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,59.00,
Total Counts,1126.00,45.00,2221.00,104.00,0.00,0.00,23.00,3338.00,41.00,5168.00,118.00,767.00,

 11:04:40
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,155.00,9.00,117.00,0.00,92.00,
